"UHAWAII_ID"	"PSMSL_ID"	"Site"	"Basin"	"Lat"	"Lon"	"Region"	"GPD_Record_Start"	"GPD_Record_End"	"Annual_Trend"	"Trend_Start"	"Trend_End"	"Lambda"	"Q99"	"Shape50"	"Shape5"	"Shape95"	"Scale50"	"Scale5"	"Scale95"	"Vshape"	"Vscale"	"Vscaleshape"
"008b"	"00800000"	"Yap-B"	"pacific"	9.58	138.23	"Fd. St. Micronesia"	1969	2015	3.0119013309845	1969	2015	1.38303914715135	0.325872417886488	0.467423991672318	0.155901711264403	0.778946272080233	0.0415679032311273	0.0258554916522639	0.0572803148099907	0.0252628326165454	6.42672196025237e-05	-0.000610603927402082
"093b"	"09300000"	"Callao-B"	"pacific"	-12.08	-77.17	"Peru"	1970	2015	-0.40042673791938	1970	2015	0.71741265400869	0.342110535307157	0.00339092343239853	-0.403133930670707	0.409915777535505	0.0622257548643383	0.0292262513313788	0.0952252583972979	0.0430207545407684	0.000283477523579191	-0.00266855002325694
"376a"	"37600000"	"Xiamen"	"pacific"	24.45	118.07	"China"	1954	1997	1.38238195912614	1954	1997	1.70454545454545	0.998788293089314	-0.106884005309982	-0.28944415673531	0.0756761461153454	0.17577406038	0.124846158893847	0.226701961866154	0.00867592507015768	0.000675173487689419	-0.00174861985454657
"574a"	"57400000"	"Sand Point,AK"	"pacific"	55.37	-160.52	"USA"	1973	2016	1.62899361022364	1973	2016	1.54545454545455	0.78315111628042	-0.224060134490961	-0.40447890750605	-0.0436413614758715	0.158640798429953	0.112066690236206	0.2052149066237	0.00847358651377881	0.000564667657598597	-0.00174998146426068
"562a"	"56200000"	"Valdez,AK"	"pacific"	61.2	-146.47	"USA"	1973	2016	-6.87174016121394	1973	2016	1.86363636363636	0.945776656343747	-0.185795842652017	-0.415826218087472	0.0442345327834381	0.154827260880851	0.106331383899232	0.20332313786247	0.0137744477014634	0.000612228373123984	-0.00241798940720066
"555a"	"55500000"	"Monterey,CA"	"pacific"	36.65	-121.93	"USA"	1973	2016	1.37209302325581	1973	2016	1.63636363636364	0.476270514070889	-0.0740078382088799	-0.294708652286476	0.146692975868716	0.0771030470239169	0.0525203304370785	0.101685763610755	0.0126797791172761	0.000157312620802642	-0.00105044762437726
"316a"	"31600000"	"Acapulco-A,Gro."	"pacific"	16.9	-100.02	"Mexico"	1952	1995	3.20767065242627	1952	1995	1.04545454545455	0.311611758114893	-0.0182544756185204	-0.248274802073657	0.211765850836616	0.086794493410203	0.054752900534246	0.11883608628616	0.0137732442418756	0.000267258799833515	-0.00122880358023027
"578a"	"57800000"	"Santa Monica, CA"	"pacific"	34.08	-118.5	"USA"	1973	2016	1.66124729353541	1973	2016	1.93181818181818	0.525730678135382	-0.0339663117171011	-0.225545156836212	0.15761253340201	0.0642452505635604	0.0458793505613773	0.0826111505657436	0.00955430101175483	8.7806819917763e-05	-0.000638174726344784
"358a"	"35800000"	"Hosojima"	"pacific"	32.42	131.68	"Japan"	1933	1975	0.520007716202038	1933	1975	1.53495702005731	0.491883117405113	0.0688309027825914	-0.187302196086141	0.324964001651324	0.105653276882985	0.0685281874816898	0.142778366284281	0.0170779298694254	0.000358788764213577	-0.00168615159802289
"564a"	"56400000"	"Willapa Bay, WA"	"pacific"	46.78	-124.1	"USA"	1972	2014	0.771965129933341	1972	2014	1.88369094613523	0.860443114404925	-0.0843724059903863	-0.311787291970106	0.143042479989334	0.198466835769457	0.136086732890872	0.260846938648043	0.0134629922587128	0.00101296861863531	-0.00286107288102282
